iter	R2	RMSE
1738	0.8898859065	0.5413951425
1739	0.8899853006	0.5411507431
1740	0.8900123514	0.5410842091
1741	0.8901132263	0.540836025
1742	0.8901545311	0.5407343694
1743	0.890191315	0.5406438242
1744	0.8902547395	0.5404876662
1745	0.8903485008	0.5402567329
1746	0.8903931612	0.5401466999
1747	0.8903968432	0.5401376274
1748	0.8904339761	0.5400461221
1749	0.8904521487	0.5400013341
1750	0.890513325	0.5398505329
1751	0.8905569314	0.5397430163
1752	0.8905622927	0.5397297959
1753	0.8905659273	0.5397208331
1754	0.8906525114	0.5395072776
1755	0.8907183094	0.5393449335
1756	0.8907346354	0.5393046448
1757	0.8908071034	0.5391257738
1758	0.8908216747	0.5390898005
1759	0.8908796	0.5389467727
1760	0.8909818026	0.5386943236
1761	0.8910378636	0.538555798
1762	0.8910713342	0.5384730758
1763	0.8911556249	0.5382646963
1764	0.8911609161	0.5382516128
1765	0.8911681662	0.5382336853
1766	0.8912273829	0.5380872357
1767	0.8912825903	0.5379506655
1768	0.8913546055	0.5377724649
1769	0.8914777765	0.5374675427
1770	0.8915497978	0.5372891668
1771	0.8915734452	0.5372305859
1772	0.8916498459	0.5370412779
1773	0.8917178289	0.5368727714
1774	0.8917561955	0.5367776505
1775	0.8917990716	0.5366713293
1776	0.8918775976	0.5364765516
1777	0.8918821912	0.5364651551
1778	0.8919521051	0.5362916757
1779	0.891959488	0.536273353
1780	0.8920092076	0.536149944
1781	0.8920245648	0.5361118201
1782	0.8920788816	0.5359769582
1783	0.8921759852	0.5357357774
1784	0.8923631715	0.5352705473
1785	0.8924919991	0.5349501259
1786	0.8925617129	0.5347766531
1787	0.8926408834	0.5345795802
1788	0.8926688657	0.5345099087
1789	0.8927072773	0.534414255
1790	0.8927194014	0.5343840599
1791	0.8927966713	0.5341915775
1792	0.8928736717	0.5339996974
1793	0.8931215986	0.5333814108
1794	0.893145083	0.5333228076
1795	0.8932071494	0.5331678955
1796	0.8932877824	0.5329665755
1797	0.8934046412	0.5326746742
1798	0.8934060423	0.5326711733
1799	0.8934543983	0.5325503373
1800	0.8934566607	0.5325446833
1801	0.893535795	0.5323468747
1802	0.893573296	0.5322531094
1803	0.8936649488	0.5320238764
1804	0.893681886	0.5319815041
1805	0.8937674883	0.5317672977
1806	0.893884585	0.531474142
1807	0.8939175224	0.5313916528
1808	0.8939770295	0.5312425895
1809	0.8940684171	0.5310135852
1810	0.8941632688	0.5307757957
1811	0.8941941492	0.5306983566
1812	0.8942573567	0.5305398158
1813	0.8943000922	0.530432597
1814	0.8943784385	0.5302359786
1815	0.8944016293	0.5301777648
1816	0.894423313	0.530123328
1817	0.8945317626	0.5298509839
1818	0.8945371463	0.5298374604
1819	0.8947630135	0.5292697862
1820	0.8948144308	0.5291404735
1821	0.8949384843	0.5288283533
1822	0.8950285083	0.5286017363
1823	0.8950955363	0.5284329441
1824	0.8951198316	0.5283717493
1825	0.8951250245	0.5283586685
1826	0.8951648157	0.5282584253
1827	0.8952255718	0.5281053299
1828	0.8952610433	0.528015927
1829	0.8953056899	0.5279033775
1830	0.8953314501	0.5278384278
1831	0.8954537409	0.5275299844
1832	0.8955217791	0.5273582994
1833	0.8956032349	0.5271526837
1834	0.8956234366	0.5271016769
1835	0.8956273934	0.5270916857
1836	0.895658423	0.5270133288
1837	0.895717118	0.5268650783
1838	0.8957782788	0.5267105552
1839	0.895841986	0.5265495504
1840	0.8958460549	0.5265392655
1841	0.8958868075	0.5264362453
1842	0.896028098	0.5260789146
1843	0.8960844933	0.5259362202
1844	0.8961228463	0.5258391552
1845	0.896126882	0.5258289406
1846	0.8961818657	0.5256897522
1847	0.8962918293	0.5254112747
1848	0.8963225686	0.5253334024
1849	0.8963841095	0.5251774654
1850	0.8967093707	0.5243525239
1851	0.8968266148	0.5240548458
1852	0.8968512357	0.5239923128
1853	0.8968593689	0.5239716543
1854	0.8969305723	0.5237907604
1855	0.8969350994	0.5237792571
1856	0.896983978	0.5236550411
1857	0.8970326214	0.5235313935
1858	0.8971053638	0.5233464337
1859	0.8972340951	0.5230189522
1860	0.8973013419	0.5228478005
1861	0.8973615664	0.5226944741
1862	0.8974268811	0.5225281373
1863	0.8975132031	0.5223082203
1864	0.8975489347	0.522217162
1865	0.8976122095	0.522055874
1866	0.8976144405	0.522050186
1867	0.8976513341	0.5219561198
1868	0.8977555377	0.5216903442
1869	0.8977591127	0.5216812238
1870	0.8978085316	0.5215551291
1871	0.8978481468	0.5214540274
1872	0.8979098755	0.5212964504
1873	0.897929019	0.5212475725
1874	0.898002116	0.5210608961
1875	0.898053839	0.5209287648
1876	0.898076735	0.5208702639
1877	0.8981332711	0.5207257824
1878	0.8981926045	0.5205741091
1879	0.8982621035	0.5203963933
1880	0.8983058863	0.5202844053
1881	0.8983357428	0.5202080243
1882	0.898363858	0.5201360876
1883	0.8983777703	0.5201004874
1884	0.8983862349	0.520078826
1885	0.8984475333	0.5199219338
1886	0.898464267	0.519879096
1887	0.8985625924	0.5196273143
1888	0.8985840213	0.519572425
1889	0.8986380004	0.5194341345
1890	0.8986936089	0.5192916307
1891	0.8987816559	0.5190659194
1892	0.8988927702	0.5187809339
1893	0.8989310011	0.5186828433
1894	0.8990056936	0.5184911482
1895	0.8990370482	0.5184106569
1896	0.8990984552	0.5182529807
1897	0.89912809	0.5181768698
1898	0.8991557245	0.5181058859
1899	0.8992541608	0.5178529569
1900	0.8993853578	0.5175156582
1901	0.8993987951	0.5174810995
1902	0.8994562282	0.5173333635
1903	0.8994990366	0.5172232197
1904	0.899555324	0.5170783592
1905	0.8996204435	0.5169107179
1906	0.8997306556	0.5166268681
1907	0.8999251137	0.5161256628
1908	0.8999454401	0.5160732446
1909	0.8999753015	0.5159962276
1910	0.9000404457	0.5158281707
1911	0.9000800075	0.5157260839
1912	0.9001357049	0.515582326
1913	0.9001848887	0.5154553464
1914	0.9002375367	0.5153193889
1915	0.9003455467	0.5150403523
1916	0.9004127213	0.5148667352
1917	0.9004324308	0.5148157835
1918	0.9004665616	0.5147275391
1919	0.9005005131	0.514639743
1920	0.9006377514	0.5142847027
1921	0.9007392358	0.5140220013
1922	0.9008141591	0.5138279695
1923	0.9008902225	0.5136309101
1924	0.9009399899	0.5135019356
1925	0.9009753375	0.5134103109
1926	0.9010210412	0.5132918179
1927	0.9010294852	0.5132699226
1928	0.901063371	0.5131820479
1929	0.9011231589	0.513026965
1930	0.9011355793	0.5129947423
1931	0.9011702671	0.5129047389
1932	0.9011949213	0.51284076
1933	0.9012143276	0.5127903941
1934	0.9012678587	0.5126514371
1935	0.9013108342	0.5125398531
1936	0.9013588397	0.51241518
1937	0.9015701279	0.5118660922
1938	0.9016014254	0.5117847075
1939	0.9017420138	0.5114189669
1940	0.9017534804	0.5113891248
1941	0.9017815706	0.5113160126
1942	0.9017996884	0.5112688506
1943	0.9018527353	0.5111307406
1944	0.9019257697	0.5109405312
1945	0.9019312482	0.5109262602
1946	0.9019630463	0.5108434215
1947	0.9020972681	0.5104936053
1948	0.9022200337	0.5101734369
1949	0.9022393943	0.5101229268
1950	0.9022786856	0.510020404
1951	0.9023349676	0.5098735113
1952	0.9023776217	0.5097621584
1953	0.9023831133	0.50974782
1954	0.9024686551	0.509524425
1955	0.9025207829	0.5093882434
1956	0.9025650808	0.5092724884
1957	0.9025892405	0.5092093457
1958	0.9026411983	0.5090735243
1959	0.9026530014	0.5090426651
1960	0.9027107966	0.5088915325
1961	0.9028823013	0.508442789
1962	0.9029246089	0.5083320299
1963	0.9029500115	0.5082655157
1964	0.9030290574	0.508058486
1965	0.9030680794	0.5079562517
1966	0.9031050818	0.50785929
1967	0.9031453461	0.5077537597
1968	0.903149624	0.5077425462
1969	0.9031612509	0.507712068
1970	0.9032275237	0.5075383088
1971	0.903281595	0.5073964964
1972	0.9033824194	0.5071319586
1973	0.9034180357	0.5070384778
1974	0.9034553627	0.5069404882
1975	0.9034889372	0.5068523333
1976	0.9034898879	0.5068498369
1977	0.9035358331	0.5067291755
1978	0.9035855094	0.5065986831
1979	0.9036162928	0.5065178028
1980	0.9037102421	0.5062708804
1981	0.9037594781	0.5061414277
1982	0.9038158645	0.5059931342
1983	0.9038681763	0.505855518
1984	0.9039057976	0.5057565247
1985	0.9039742645	0.5055763174
1986	0.9040224073	0.5054495652
1987	0.904067363	0.5053311757
1988	0.9040846051	0.5052857617
1989	0.9041847921	0.5050217985
1990	0.9043238762	0.5046551238
1991	0.904363312	0.5045511085
1992	0.9043892819	0.5044825992
1993	0.9044023504	0.5044481206
1994	0.9044437718	0.5043388228
1995	0.9044667829	0.5042780937
1996	0.9044708118	0.5042674603
1997	0.9044970886	0.504198102
1998	0.9047116223	0.5036314792
1999	0.9047471738	0.5035375195
